ORF	Start BP	End BP	Length
YOR288C	853074	852118	956
YOR289W	853354	854109	755
YOR290C	860255	855144	5111
YOR291W	861172	865590	4418
YOR292C	866579	865650	929
YOR293W	867095	867849	754
YOR293C-A	868144	867995	149
YOR294W	868337	868948	611
YOR295W	869205	869891	686
YOR296W	870199	874068	3869
YOR297C	875318	874740	578
YOR298W	875596	877035	1439
YOR298C-A	877682	877227	455
YOR299W	878431	880671	2240
YOR300W	880571	880879	308
YOR301W	880961	882268	1307
YOR302W	882761	882838	77
YOR303W	882895	884130	1235
YOR304W	884510	887872	3362
YOR304C-A	888746	888516	230
YOR305W	889018	889746	728
YOR306C	891428	889863	1565
YOR307C	894087	892726	1361
YOR308C	896382	894619	1763
YOR309C	897073	896693	380
YOR310C	898355	896820	1535
YOR311C	899923	899051	872
YOR312C	901176	900245	931
YOR313C	902869	901853	1016
YOR314W	903038	903367	329
YOR314W-A	904453	904563	110
YOR315W	904755	905795	1040
YOR316C	907550	906231	1319
YOR316C-A	907930	907721	209
YOR317W	909338	911440	2102
YOR318C	912431	911779	652
YOR319W	912817	913458	641
YOR320C	915089	913614	1475
YOR321W	916025	918286	2261
YOR322C	921057	918601	2456
YOR323C	922900	921530	1370
YOR325W	924572	925045	473
YOR324C	925035	923227	1808
YOR326W	925716	930440	4724
YOR327C	931076	930729	347
YOR328W	931798	936492	4694
YOR329W-A	939343	939552	209
YOR329C	939344	936726	2618
YOR330C	943458	939616	3842
YOR332W	943651	944352	701
YOR331C	944117	943560	557
YOR334W	944591	946003	1412
YOR333C	944952	944536	416
YOR335W-A	946563	946643	80
YOR335C	949104	946228	2876
YOR336W	949768	953865	4097
YOR337W	954339	956618	2279
YOR338W	956893	957984	1091
YOR339C	958827	958357	470
YOR340C	960177	959197	980
YOR341W	960982	965976	4994
YOR342C	967620	966661	959
YOR343C	968469	968143	326
YOR344C	978064	977189	875
YOR346W	981823	984780	2957
YOR345C	982157	981807	350
YOR347C	986457	984937	1520
YOR348C	988777	986894	1883
YOR349W	989784	992828	3044
YOR350C	994850	992859	1991
YOR351C	996506	995013	1493
YOR352W	997208	998239	1031
YOR353C	1000823	998448	2375
YOR354C	1003220	1001142	2078
YOR355W	1005133	1006701	1568
YOR356W	1007217	1009112	1895
YOR357C	1009708	1009220	488
YOR358W	1010157	1010885	728
YOR359W	1011185	1012756	1571
YOR360C	1014817	1013237	1580
YOR361C	1017648	1015357	2291
YOR362C	1018742	1017876	866
YOR363C	1023208	1020218	2990
YOR364W	1023367	1023735	368
YOR366W	1025252	1025605	353
YOR365C	1025568	1023457	2111
YOR367W	1026003	1026605	602
YOR368W	1026839	1028044	1205
YOR369C	1028621	1028190	431
YOR370C	1030990	1029179	1811
YOR371C	1034178	1031485	2693
YOR372C	1036467	1034803	1664
YOR373W	1036830	1039385	2555
YOR374W	1039836	1041395	1559
YOR375C	1043038	1041674	1364
YOR376W	1043187	1043555	368
YOR376W-A	1045192	1045347	155
YOR377W	1046222	1047799	1577
YOR378W	1049507	1051054	1547
YOR379C	1051060	1050722	338
YOR380W	1051286	1052926	1640
YOR381W	1055541	1057676	2135
YOR381W-A	1058419	1058586	167
YOR382W	1059527	1059988	461
YOR383C	1061051	1060437	614
YOR384W	1061560	1063644	2084
YOR385W	1065039	1065911	872
YOR386W	1066835	1068532	1697
YOR387C	1070237	1069617	620
YOR388C	1072919	1071789	1130
YOR389W	1074209	1076083	1874
YOR390W	1076780	1077907	1127
YOR391C	1079254	1078541	713
YOR392W	1079278	1079721	443
YOR393W	1080272	1081585	1313
YOR394W	1082714	1083208	494
YOR394C-A	1084365	1084198	167
YOR396W	1087185	1090859	3674
YOR396C-A	1090493	1090011	482
YPL283W-B	643	1125	482
YPL283W-A	1426	2001	575
YPL283C	6007	280	5727
YPL282C	8427	7933	494
YPL281C	10870	9557	1313
YPL280W	11887	12600	713
YPL279C	14355	13228	1127
YPL278C	15355	15053	302
YPL277C	16868	15405	1463
YPL274W	22938	24701	1763
YPL273W	25087	26064	977
YPL272C	28164	26611	1553
YPL271W	30079	30267	188
YPL270W	30482	32803	2321
YPL269W	33013	34947	1934
YPL268W	35236	37845	2609
YPL267W	38169	38798	629
YPL266W	39121	40077	956
YPL265W	41043	42869	1826
YPL264C	44344	43283	1061
YPL263C	46506	44551	1955
YPL262W	47336	48802	1466
YPL260W	49303	50958	1655
YPL261C	49304	48996	308
YPL259C	52671	51244	1427
YPL258C	55153	53498	1655
YPL257W	63279	63860	581
YPL256C	66614	64977	1637
YPL255W	67725	68882	1157
YPL254W	69485	70951	1466
YPL253C	73006	71063	1943
YPL251W	73625	73927	302
YPL252C	73881	73363	518
YPL250C	74719	74309	410
YPL250W-A	75702	75989	287
YPL249C-A	76239	75699	540
YPL249C	79353	76669	2684
YPL248C	82356	79711	2645
YPL247C	84196	82625	1571
YPL246C	85297	84509	788
YPL245W	85586	86950	1364
YPL244C	88033	87014	1019
YPL243W	88517	90316	1799
YPL242C	95109	90622	4487
YPL241C	96258	95372	886
YPL240C	98625	96496	2129
YPL239W	99484	100086	602
YPL237W	100496	101353	857
YPL238C	100863	100474	389
YPL236C	102702	101608	1094
YPL235W	103232	104647	1415
YPL234C	105440	104946	494
YPL233W	106172	106822	650
YPL232W	107275	108147	872
YPL231W	108652	114315	5663
YPL230W	115312	116487	1175
YPL229W	117067	117687	620
YPL228W	118382	120031	1649
YPL227C	121167	120163	1004
YPL226W	121767	125357	3590
YPL225W	126006	126446	440
YPL224C	128087	126738	1349
YPL223C	129137	128631	506
YPL222W	130161	132227	2066
YPL222C-A	132114	131869	245
YPL221W	133042	135423	2381
YPL220W	135789	136442	653
YPL219W	136749	138227	1478
YPL218W	138697	139408	711
YPL217C	143170	139619	3551
YPL216W	143820	147128	3308
YPL215W	147415	148422	1007
YPL214C	150190	148568	1622
YPL213W	150613	151329	716
YPL212C	153148	151514	1634
YPL211W	153494	154039	545
YPL210C	156211	154289	1922
YPL209C	157592	156489	1103
YPL208W	157841	159592	1751
YPL207W	159908	162340	2432
YPL206C	163596	162631	965
YPL205C	164265	163921	344
YPL204W	164275	165759	1484
YPL203W	166255	167397	1142
YPL202C	169337	168087	1250
YPL201C	171154	169769	1385
YPL200W	171483	171953	470
YPL199C	172754	172032	722
YPL198W	173151	174701	1550
YPL197C	174755	174342	413
YPL196W	175042	175863	821
YPL195W	176222	179020	2798
YPL194W	179276	181114	1838
YPL193W	181402	182547	1145
YPL192C	183055	182654	401
YPL191C	184678	183596	1082
YPL190C	187724	185316	2408
YPL189C-A	188512	188306	206
YPL189W	189153	190982	1829
YPL188W	191405	192649	1244
YPL187W	193647	194144	497
YPL185W	195252	195647	395
YPL186C	195425	194511	914
YPL184C	197787	195949	1838
YPL183W-A	199094	199375	281
YPL183C	202535	199494	3041
YPL181W	203420	204940	1520
YPL182C	203688	203305	383
YPL180W	205247	207646	2399
YPL179W	208156	209805	1649
YPL178W	212157	212783	626
YPL177C	213961	213041	920
YPL176C	218362	216011	2351
YPL175W	218629	220087	1458
YPL174C	222772	220166	2606
YPL173W	223142	224035	893
YPL172C	225740	224352	1388
YPL171C	227370	226168	1202
YPL170W	228313	228771	458
YPL169C	230837	229038	1799
YPL168W	231216	232508	1292
YPL167C	237106	232592	4514
YPL166W	237337	237978	641
YPL165C	239076	237955	1121
YPL164C	241496	239349	2147
YPL163C	242699	241917	782
YPL162C	244026	243205	821
YPL161C	246219	244318	1901
YPL160W	246989	250261	3272
YPL159C	251667	250906	761
YPL158C	254309	252033	2276
YPL157W	254813	255760	947
YPL156C	256766	255912	854
YPL155C	259335	257215	2120
YPL154C	260930	259713	1217
YPL153C	264191	261726	2465
YPL152W-A	264601	264699	98
YPL152W	265027	266103	1076
YPL151C	267534	266179	1355
YPL150W	268187	270892	2705
YPL149W	271309	272193	884
YPL148C	272814	272293	521
YPL147W	273254	275866	2612
YPL146C	277528	276161	1367
YPL145C	279698	278394	1304
YPL144W	280479	280925	446
YPL143W	282121	282969	848
YPL142C	283002	282685	317
YPL141C	286060	283463	2597
YPL140C	289033	287513	1520
YPL139C	291050	289668	1382
YPL138C	292426	291365	1061
YPL136W	296285	296653	368
YPL137C	296646	292816	3830
YPL135W	297552	298049	497
YPL135C-A	297850	297677	173
YPL134C	299502	298570	932
YPL133C	301227	299887	1340
YPL132W	301715	302617	902
YPL131W	303120	304013	893
YPL130W	304386	305057	671
YPL129W	305297	306136	839
YPL128C	308220	306532	1688
YPL127C	309603	308827	776
YPL126W	310209	312899	2690
YPL125W	313387	316485	3098
YPL124W	316754	317515	761
YPL123C	318944	317640	1304
YPL122C	320766	319225	1541
YPL121C	321629	320961	668
YPL120W	322070	323743	1673
YPL119C-A	324286	324023	263
YPL119C	326263	324410	1853
YPL118W	326627	327661	1034
YPL117C	328729	327863	866
YPL116W	329605	331698	2093
YPL115C	335485	332099	3386
YPL114W	335947	336366	419
YPL113C	337142	335952	1190
YPL112C	338619	337435	1184
YPL111W	339943	340944	1001
YPL110C	344738	341067	3671
YPL109C	347388	345263	2125
YPL108W	348443	348949	506
YPL107W	349116	349862	746
YPL106C	352272	350191	2081
YPL105C	355409	352860	2549
YPL104W	355697	357673	1976
YPL103C	359403	357997	1406
YPL101W	360206	361576	1370
YPL102C	360302	360000	302
YPL100W	361869	363359	1490
YPL099C	364065	363517	548
YPL098C	364724	364383	341
YPL097W	364949	366427	1478
YPL096C-A	366732	366526	206
YPL096W	366924	368015	1091
YPL095C	369438	368068	1370
YPL094C	370660	369836	824
YPL093W	370975	372918	1943
YPL092W	373790	375166	1376
YPL091W	375499	376950	1451
YPL090C	378392	377288	1104
YPL089C	381147	379117	2030
YPL088W	381962	382990	1028
YPL087W	383452	384405	953
YPL086C	386443	384770	1673
YPL085W	387064	393651	6587
YPL084W	394035	396569	2534
YPL083C	398102	396699	1403
YPL082C	404080	398477	5603
YPL081W	404947	406041	1094
YPL080C	406495	406169	326
YPL079W	406633	407536	903
YPL078C	408741	408007	734
YPL077C	410087	409365	722
YPL076W	410440	411282	842
YPL075W	412251	415359	3108
YPL074W	415760	418024	2264
YPL072W	418509	420008	1499
YPL073C	418981	418496	485
YPL071C	420515	420045	470
YPL070W	420945	422783	1838
YPL069C	423889	422882	1007
YPL068C	425093	424212	881
YPL067C	425844	425248	596
YPL066W	426230	427669	1439
YPL065W	427924	428652	728
YPL064C	429613	428708	905
YPL063W	429936	431366	1430
YPL062W	431892	432296	404
YPL061W	432585	434087	1502
YPL060W	434520	435761	1241
YPL059W	444576	445028	452
YPL058C	450374	445839	4535
YPL057C	453054	451906	1148
YPL056C	453732	453427	305
YPL055C	454987	453989	998
YPL054W	455756	456661	905
YPL053C	458455	457115	1340
YPL052W	459070	459675	605
YPL051W	459960	460556	596
YPL050C	461963	460776	1187
YPL049C	463836	462478	1358
YPL048W	464398	465645	1247
YPL047W	465959	466258	299
YPL046C	466940	466641	299
YPL045W	467257	469653	2396
YPL043W	469936	471993	2057
YPL044C	470471	469923	548
YPL042C	474704	473037	1667
YPL041C	475738	475115	623
YPL040C	478998	475990	3008
YPL039W	479222	480172	950
YPL038W-A	480179	480370	191
YPL038W	480532	481065	533
YPL037C	481898	481425	473
YPL036W	482841	485684	2843
YPL034W	486710	487207	497
YPL035C	486909	486562	347
YPL033C	488205	487360	845
YPL032C	491362	488885	2477
YPL031C	493035	492016	1019
YPL030W	493541	495244	1703
YPL029W	495504	497717	2213
YPL028W	498094	499290	1196
YPL027W	499663	500400	737
YPL026C	502181	500673	1508
YPL025C	503028	502471	557
YPL024W	503515	504240	725
YPL023C	506310	504337	1973
YPL022W	506695	509997	3302
YPL021W	511099	511662	563
YPL020C	514176	512311	1865
YPL019C	517016	514509	2507
YPL018W	517649	518758	1109
YPL017C	520231	518732	1499
YPL016W	521011	524955	3944
YPL015C	526880	525807	1073
YPL014W	527544	528689	1145
YPL013C	529347	528982	365
YPL012W	529720	533406	3686
YPL011C	534700	533639	1061
YPL010W	535015	535584	569
YPL009C	538933	535817	3116
YPL008W	539382	541967	2585
YPL007C	543845	542079	1766
YPL006W	544628	548140	3512
YPL005W	548483	550303	1820
YPL004C	551654	550629	1025
YPL003W	552017	553405	1388
YPL002C	554325	553624	701
YPL001W	554602	555726	1124
YPR001W	556374	557834	1460
YPR002W	558382	559932	1550
YPR002C-A	560763	560566	197
YPR003C	563765	561501	2264
YPR004C	565038	564004	1034
YPR005C	566668	565784	884
YPR006C	568993	567266	1727
YPR007C	571375	569333	2042
YPR008W	573015	575099	2084
YPR009W	576549	577355	806
YPR010C	581193	577582	3611
YPR011C	584039	583059	980
YPR012W	584306	584560	254
YPR013C	585582	584629	953
YPR014C	587515	587186	329
YPR015C	591023	590280	743
YPR016C	593066	592329	737
YPR016W-A	593093	593353	260
YPR017C	593914	593483	431
YPR018W	594473	596293	1820
YPR019W	596747	599548	2801
YPR020W	599867	600214	347
YPR021C	603354	600646	2708
YPR022C	607309	603908	3401
YPR023C	610028	608823	1205
YPR024W	610478	612721	2243
YPR025C	614555	613374	1181
YPR026W	615376	619011	3635
YPR027C	621255	620422	833
YPR028W	623524	624199	675
YPR029C	626964	624466	2498
YPR030W	627877	631242	3365
YPR031W	631512	633758	2246
YPR032W	634120	637221	3101
YPR033C	639016	637376	1640
YPR034W	639522	640955	1433
YPR035W	642205	643317	1112
YPR036W	643833	645269	1436
YPR036W-A	645947	646150	203
YPR038W	646833	647192	359
YPR039W	647009	647344	335
YPR037C	647035	646445	590
YPR040W	647302	648372	1070
YPR041W	648701	649918	1217
YPR042C	653659	650432	3227
YPR043W	654163	654844	681
YPR044C	654874	654521	353
YPR045C	656549	655137	1412
YPR046W	656796	657341	545
YPR047W	657526	658935	1409
YPR048W	659179	661050	1871
YPR049C	664670	661134	3536
YPR051W	664957	665487	530
YPR050C	665363	664950	413
YPR052C	665971	665690	281
YPR053C	666240	665785	455
YPR054W	666277	667443	1166
YPR055W	667673	670870	3197
YPR056W	671123	672139	1016
YPR057W	672468	673493	1025
YPR058W	673748	674671	923
YPR059C	674697	674311	386
YPR060C	675628	674858	770
YPR061C	676879	675974	905
YPR062W	677162	677638	476
YPR063C	678317	677809	508
YPR064W	678948	679367	419
YPR065W	679690	680796	1106
YPR066W	681210	682109	899
YPR067W	682217	682774	557
YPR068C	684350	682938	1412
YPR069C	685434	684553	881
YPR070W	685895	687595	1700
YPR071W	688169	688804	635
YPR072W	690104	691786	1682
YPR073C	692415	691930	485
YPR074C	694835	692793	2042
YPR074W-A	695015	695185	170
YPR076W	696473	696847	374
YPR075C	696816	695734	1082
YPR077C	697499	697128	371
YPR078C	698262	697144	1118
YPR079W	698867	700012	1145
YPR080W	700592	701968	1376
YPR081C	703968	702112	1856
YPR082C	704654	704223	431
YPR083W	704852	706591	1739
YPR084W	706970	708340	1370
YPR085C	709826	708495	1331
YPR086W	710099	711136	1037
YPR087W	711352	711672	320
YPR088C	713026	711401	1625
YPR089W	713273	715939	2666
YPR092W	718377	718682	305
YPR091C	718466	716154	2312
YPR093C	720422	719556	866
YPR094W	720635	720958	323
YPR095C	724715	721035	3680
YPR096C	725142	724840	302
YPR097W	725392	728613	3221
YPR098C	729526	728945	581
YPR100W	729789	730211	422
YPR099C	730111	729755	356
YPR101W	730490	731017	527
YPR102C	731746	731222	524
YPR103W	732347	733210	863
YPR104C	736431	733621	2810
YPR105C	739567	736982	2585
YPR106W	740059	741390	1331
YPR107C	742062	741436	626
YPR108W	742452	743741	1289
YPR108W-A	744173	744385	212
YPR109W	744687	745571	884
YPR110C	746833	745826	1007
YPR111W	747304	748998	1694
YPR112C	751917	749254	2663
YPR113W	752255	752917	662
YPR114W	753299	754246	947
YPR115W	754875	758126	3251
YPR116W	758646	759479	833
YPR117W	760023	767492	7469
YPR118W	767750	768985	1235
YPR119W	771651	773126	1475
YPR120C	775180	773873	1307
YPR121W	778579	780297	1718
YPR122W	782041	785667	3626
YPR124W	786204	787424	1220
YPR123C	786571	786137	434
YPR125W	787957	789321	1364
YPR126C	789381	789073	308
YPR127W	790079	791116	1037
YPR128C	792200	791214	986
YPR129W	792683	793732	1049
YPR130C	793777	793370	407
YPR131C	794494	793907	587
YPR132W	794961	795763	802
YPR133C	797206	795974	1232
YPR133W-A	797553	797705	152
YPR134W	798047	798853	806
YPR135W	799230	802013	2783
YPR137W	802355	804076	1721
YPR136C	802833	802321	512
YPR138C	812449	810980	1469
YPR139C	814054	813152	902
YPR140W	814387	815532	1145
YPR141C	817919	815730	2189
YPR143W	818319	819071	752
YPR142C	818689	818126	563
YPR144C	821419	819761	1658
YPR145W	822616	824334	1718
YPR146C	825672	825343	329
YPR147C	826555	825641	914
YPR148C	828136	826829	1307
YPR149W	829914	830435	521
YPR150W	830995	831516	521
YPR151C	831671	831051	620
YPR152C	833454	832057	1397
YPR153W	833807	834241	434
YPR154W	834561	835208	647
YPR155C	837409	835559	1850
YPR156C	839773	837905	1868
YPR157W	841262	842665	1403
YPR158W	843258	844016	758
YPR159W	857579	859741	2162
YPR159C-A	860411	860310	101
YPR160W	861302	864010	2708
YPR160W-A	861930	862010	80
YPR160C-A	862857	862573	284
YPR161C	866418	864445	1973
YPR162C	868300	866711	1589
YPR163C	869951	868641	1310
YPR164W	870699	874922	4223
YPR165W	875364	875993	629
YPR166C	876625	876278	347
YPR167C	877628	876843	785
YPR168W	878072	878545	473
YPR169W	878620	880164	1544
YPR169W-A	883235	883453	218
YPR170W-B	883235	883591	356
YPR170C	883314	882979	335
YPR170W-A	883374	883559	185
YPR171W	883824	885554	1730
YPR172W	885792	886394	602
YPR173C	887833	886520	1313
YPR174C	888704	888039	665
YPR175W	888970	891039	2069
YPR176C	892074	891097	977
YPR178W	892328	893725	1397
YPR177C	892680	892309	371
YPR179C	895760	893793	1967
YPR180W	895957	897000	1043
YPR181C	899663	897357	2306
YPR182W	900190	900450	260
YPR183W	900751	901554	803
YPR184W	902040	906650	4610
YPR185W	907214	909430	2216
YPR186C	911018	909729	1289
YPR187W	911253	911796	543
YPR188C	912475	911984	491
YPR189W	912660	916958	4298
YPR190C	919037	917073	1964
YPR191W	919377	920483	1106
YPR192W	921856	922773	917
YPR193C	923375	922905	470
YPR194C	926933	924300	2633
YPR195C	928290	927961	329
YPR196W	931372	932784	1412
YPR198W	934030	935661	1631
YPR197C	934457	933894	563
YPR199C	939028	938144	884
YPR200C	939667	939275	392
YPR201W	939918	941132	1214
YPR202W	943028	943892	864
YPR203W	943876	944184	308
YPR204W	944599	947697	3098
YPR204C-A	947334	946852	482
Q0010	3952	4338	386
Q0017	4254	4415	161
Q0032	11667	11957	290
Q0045	13818	26701	12883
Q0060	13818	19996	6178
Q0070	13818	23167	9349
Q0065	13818	21935	8117
Q0055	13818	18830	5012
Q0050	13818	16322	2504
Q0075	24156	25255	1099
Q0080	27666	27812	146
Q0085	28487	29266	779
Q0092	30874	31014	140
Q0105	36540	43647	7107
Q0110	36540	38579	2039
Q0115	36540	40265	3725
Q0120	36540	42251	5711
Q0130	46723	46953	230
Q0140	48901	50097	1196
Q0142	51052	51228	176
Q0143	51277	51429	152
Q0144	54109	54438	329
Q0160	61022	61729	707
Q0182	65770	66174	404
Q0250	73758	74513	755
Q0255	74495	75984	1489
Q0275	79213	80022	809
Q0297	85554	85709	155
YBL113W-A	646	1128	482
YBL113C	2658	280	2378
YBL112C	2899	2582	317
YBL111C	5009	2907	2102
YBL109W	5790	6125	335
YBL108C-A	7733	7605	128
YBL108W	8177	8482	305
YBL107W-A	9268	9372	104
YBL107C	10551	9961	590
YBL106C	13879	10847	3032
YBL105C	17696	14241	3455
YBL104C	21293	18177	3116
YBL103C	23535	22075	1460
YBL102W	24098	24745	647
YBL101C	28299	24946	3353
YBL101W-C	28427	28546	119
YBL099W	37050	38687	1637
YBL100C	37300	36986	314
YBL098W	39142	40524	1382
YBL097W	40828	43092	2264
YBL095W	43274	44086	812
YBL096C	43479	43171	308
YBL094C	44094	43762	332
YBL093C	44915	44253	662
YBL092W	45975	46367	392
YBL091C-A	47177	46562	615
YBL091C	48625	47360	1265
YBL090W	48822	49355	533
YBL089W	49571	50950	1379
YBL088C	59379	51016	8363
YBL087C	60735	59818	917
YBL086C	62599	61199	1400
YBL085W	63873	66815	2942
YBL084C	69442	67166	2276
YBL083C	70135	69710	425
YBL082C	71124	69748	1376
YBL081W	71863	72969	1106
YBL080C	74692	73067	1625
YBL079W	75256	79764	4508
YBL078C	80728	80375	353
YBL077W	80895	81326	431
YBL076C	84259	81041	3218
YBL075C	86446	84497	1949
YBL073W	87644	87955	311
YBL074C	87787	86720	1067
YBL072C	89123	88521	602
YBL071C-B	89554	89456	98
YBL071W-A	89976	90224	248
YBL071C	90529	90221	308
YBL069W	90739	92028	1289
YBL070C	90923	90603	320
YBL068W-A	91792	92028	236
YBL068W	92412	93395	983
YBL067C	95884	93641	2243
YBL065W	99965	100309	344
YBL066C	100117	96671	3446
YBL064C	101158	100373	785
YBL063W	101888	105223	3335
YBL062W	105310	105690	380
YBL061C	107408	105318	2090
YBL060W	107934	109997	2063
YBL059C-A	110541	110127	414
YBL059W	110596	111246	650
YBL058W	111439	112710	1271
YBL057C	113447	112803	644
YBL056W	113765	115171	1406
YBL055C	116832	115576	1256
YBL054W	117592	119169	1577
YBL053W	119338	119712	374
YBL052C	121877	119382	2495
YBL051C	124762	122756	2006
YBL050W	125128	126122	994
YBL049W	126831	127247	416
YBL048W	127302	127613	311
YBL047C	132043	127898	4145
YBL046W	132427	133752	1325
YBL045C	135519	134146	1373
YBL044W	136001	136369	368
YBL043W	136691	137464	773
YBL042C	140263	138344	1919
YBL041W	141250	141975	725
YBL040C	142871	142115	756
YBL039W-A	143396	143575	179
YBL039C-A	145034	144951	83
YBL039C	145731	143992	1739
YBL038W	146190	146888	698
YBL037W	147212	150289	3077
YBL036C	151223	150450	773
YBL035C	153613	151496	2117
YBL034C	158392	153851	4541
YBL033C	159696	158659	1037
YBL032W	160187	161332	1145
YBL031W	161702	162718	1016
YBL030C	164000	163044	956
YBL029C-A	164775	164491	284
YBL029W	166137	167267	1130
YBL028C	167841	167521	320
YBL027W	168426	169379	953
YBL026W	170626	171041	415
YBL025W	171484	171921	437
YBL024W	172537	174591	2054
YBL023C	177529	174923	2606
YBL022C	181278	177877	3401
YBL021C	182097	181663	434
YBL020W	182404	184128	1724
YBL019W	184356	185918	1562
YBL018C	186477	186001	476
YBL017C	191586	186847	4739
YBL016W	192454	193515	1061
YBL015W	194125	195705	1580
YBL014C	201751	199067	2684
YBL013W	202059	203264	1205
YBL011W	203541	205820	2279
YBL012C	203810	203409	401
YBL010C	206952	206110	842
YBL009W	207197	209227	2030
YBL008W-A	209412	209651	239
YBL008W	209656	212178	2522
YBL007C	216369	212635	3734
YBL006W-A	216714	216863	149
YBL006C	217132	216590	542
YBL005W	217473	220403	2930
YBL004W	227639	235120	7481
YBL003C	235795	235397	398
YBL002W	236495	236890	395
YBL001C	237469	237155	314
YBR001C	241285	238943	2342
YBR002C	242570	241710	860
YBR003W	242811	244232	1421
YBR004C	245669	244368	1301
YBR005W	245908	246549	641
YBR006W	247012	248505	1493
YBR007C	251017	248807	2210
YBR008C	254210	252564	1646
YBR009C	255682	255371	311
YBR010W	256329	256739	410
YBR011C	257973	257110	863
YBR012C	259564	259145	419
YBR013C	265879	265490	389
YBR014C	267336	266725	611
YBR015C	269503	267710	1793
YBR016W	270247	270633	386
YBR017C	273703	270947	2756
YBR018C	275527	274427	1100
YBR019C	278352	276253	2099
YBR020W	279021	280607	1586
YBR021W	281443	283344	1901
YBR022W	283738	284271	533
YBR023C	287925	284428	3497
YBR024W	289445	290350	905
YBR025C	291865	290681	1184
YBR026C	294019	292877	1142
YBR027C	294356	294024	332
YBR028C	296002	294425	1577
YBR029C	297742	296369	1373
YBR030W	298292	299950	1658
YBR031W	300166	301254	1088
YBR032W	301519	301821	302
YBR033W	301944	304703	2759
YBR034C	305976	304930	1046
YBR035C	306955	306269	686
YBR036C	310313	309081	1232
YBR037C	311451	310564	887
YBR038W	311897	314788	2891
YBR039W	315575	316510	935
YBR040W	316968	317864	896
YBR041W	318266	320275	2009
YBR042C	321609	320416	1193
YBR043C	323945	321876	2069
YBR044C	326058	324337	1721
YBR045C	330090	328369	1721
YBR046C	331509	330505	1004
YBR047W	331831	332358	527
YBR048W	332829	333810	981
YBR049C	336816	334384	2432
YBR051W	337986	338336	350
YBR050C	338197	337181	1016
YBR052C	339350	338718	632
YBR053C	340749	339673	1076
YBR054W	343099	344133	1034
YBR055C	347299	344600	2699
YBR056W	347877	349382	1505
YBR056W-A	351253	351453	200
YBR057C	353291	352191	1100
YBR058C	356015	353670	2345
YBR058C-A	356564	356322	242
YBR059C	360185	356859	3326
YBR060C	362512	360650	1862
YBR061C	365717	364785	932
YBR062C	366598	365974	624
YBR064W	367761	368189	428
YBR063C	368182	366968	1214
YBR065C	369676	368582	1094
YBR066C	370697	370035	662
YBR067C	372732	372100	632
YBR068C	375687	373858	1829
YBR069C	378430	376571	1859
YBR070C	379931	379218	713
YBR071W	380408	381043	635
YBR072W	382027	382671	644
YBR072C-A	383016	382855	161
YBR073W	383209	385983	2774
YBR074W	386281	389211	2930
YBR076W	390369	391388	1019
YBR076C-A	391611	391345	266
YBR077C	392287	391799	488
YBR078W	393118	394854	1736
YBR079C	398271	395377	2894
YBR080C	400884	398608	2276
YBR081C	405245	401247	3998
YBR082C	407163	406622	541
YBR083W	409163	410623	1460
YBR084W	411048	413975	2927
YBR084C-A	415255	414180	1075
YBR085W	415977	416900	923
YBR085C-A	419158	418901	257
YBR086C	423035	420195	2840
YBR087W	423759	424823	1064
YBR089W	425177	425776	599
YBR088C	425760	424984	776
YBR089C-A	426483	426184	299
YBR090C	427052	426327	725
YBR091C	427478	427149	329
YBR092C	429095	427692	1403
YBR093C	430945	429542	1403
YBR094W	432030	434291	2261
YBR095C	435692	434400	1292
YBR096W	436015	436707	692
YBR097W	436945	441309	4364
YBR098W	441509	443584	2075
YBR099C	443301	442918	383
YBR101C	444687	443815	872
YBR102C	447317	445056	2261
YBR103W	447703	449310	1607
YBR103C-A	449457	449314	143
YBR104W	449661	450650	989
YBR105C	451963	450875	1088
YBR106W	452652	453218	566
YBR107C	454524	453787	737
YBR108W	454816	457659	2843
YBR109C	458356	457913	443
YBR109W-A	458602	458826	224
YBR110W	458866	460215	1349
YBR111C	461867	461172	695
YBR111W-A	462133	462573	440
YBR113W	465560	466042	482
YBR112C	465764	462864	2900
YBR114W	467242	469614	2372
YBR115C	473920	469742	4178
YBR116C	474720	474193	527
YBR117C	476431	474386	2045
YBR118W	477665	479041	1376
YBR119W	479332	480317	985
YBR120C	480917	480429	488
YBR121C-A	482478	482320	158
YBR121C	483361	481358	2003
YBR122C	484497	483964	533
YBR124W	486501	486860	359
YBR123C	486685	484736	1949
YBR125C	488374	487193	1181
YBR126C	490386	488899	1487
YBR126W-A	490844	491050	206
YBR126W-B	490921	491064	143
YBR127C	492816	491263	1553
YBR128C	494109	493075	1034
YBR129C	495333	494347	986
YBR130C	496863	495586	1277
YBR131W	497157	499271	2114
YBR131C-A	497733	497644	89
YBR132C	501436	499646	1790
YBR134W	504237	504638	401
YBR133C	504281	501798	2483
YBR135W	504848	505300	452
YBR136W	505662	512768	7106
YBR137W	513038	513577	539
YBR138C	515330	513756	1574
YBR139W	515658	517184	1526
YBR140C	526622	517344	9278
YBR141W-A	527161	527256	95
YBR141C	528032	527019	1013
YBR142W	528311	530632	2321
YBR143C	532176	530863	1313
YBR144C	533543	533229	314
YBR145W	533756	534811	1055
YBR146W	535254	536090	836
YBR147W	536569	537459	890
YBR148W	537870	539699	1829
YBR149W	539981	541015	1034
YBR150C	544487	541203	3284
YBR151W	545022	545972	950
YBR152W	546370	547245	875
YBR153W	547454	548188	734
